,index,promptID,pairID,genre,sentence1_binary_parse,sentence2_binary_parse,sentence1_parse,sentence2_parse,sentence1,sentence2,label1,gold_label
410,282353,9336,9336c,travel,( ( ( Ancient ( Egypt 's ) ) ( complicated annals ) ) ( ( are ( filled ( with ( ( ( massive ( communal ( building projects ) ) ) and ) ( ( great individuals ) ( traced ( through ( many millennia ) ) ) ) ) ) ) ) . ) ),( ( ( The annals ) ( of ( ancient Egypt ) ) ) ( ( ( tell us ) ( about ( ( building projects ) ( ( dating back ) ( millions ( of years ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Ancient) (NNP Egypt) (POS 's)) (JJ complicated) (NN annals)) (VP (VBP are) (VP (VBN filled) (PP (IN with) (NP (NP (JJ massive) (JJ communal) (NN building) (NNS projects)) (CC and) (NP (NP (JJ great) (NNS individuals)) (VP (VBN traced) (PP (IN through) (NP (JJ many) (NN millennia))))))))) (. .))),(ROOT (S (NP (NP (DT The) (NN annals)) (PP (IN of) (NP (JJ ancient) (NNP Egypt)))) (VP (VBP tell) (NP (PRP us)) (PP (IN about) (NP (NP (NN building) (NNS projects)) (VP (VBG dating) (PRT (RP back)) (NP (NP (NNS millions)) (PP (IN of) (NP (NNS years)))))))) (. .))),Ancient Egypt's complicated annals are filled with massive communal building projects and great individuals traced through many millennia.,The annals of ancient Egypt tell us about building projects dating back millions of years.,contradiction,contradiction
477,134712,123794,123794n,travel,"( ( With ( ( its ( four ( glass towers ) ) ) ( in ( ( the shape ) ( of ( open books ) ) ) ) ) ) ( , ( ( ( ( ( the ( new ( national library ) ) ) , ) ( Bibliothaque ( Franaois Mitterand ) ) ) , ) ( ( is ( ( ( the ( flagship building ) ) ( of ( ( the ( redeveloped ( Tolbiac district ) ) ) east ) ) ) ( of ( the ( Gare d'Austerlitz ) ) ) ) ) . ) ) ) )",( ( Bibliothaque ( Franaois Mitterand ) ) ( ( is ( the ( new ( national library ) ) ) ) . ) ),"(ROOT (S (PP (IN With) (NP (NP (PRP$ its) (CD four) (NN glass) (NNS towers)) (PP (IN in) (NP (NP (DT the) (NN shape)) (PP (IN of) (NP (JJ open) (NNS books))))))) (, ,) (NP (NP (DT the) (JJ new) (JJ national) (NN library)) (, ,) (NP (NNP Bibliothaque) (NNPS Franaois) (NNP Mitterand)) (, ,)) (VP (VBZ is) (NP (NP (DT the) (JJ flagship) (NN building)) (PP (IN of) (NP (NP (DT the) (JJ redeveloped) (JJ Tolbiac) (NN district)) (ADVP (JJ east)))) (PP (IN of) (NP (DT the) (NNP Gare) (NN d'Austerlitz))))) (. .)))",(ROOT (S (NP (NNP Bibliothaque) (NNPS Franaois) (NNP Mitterand)) (VP (VBZ is) (NP (DT the) (JJ new) (JJ national) (NN library))) (. .))),"With its four glass towers in the shape of open books, the new national library, Bibliothaque Franaois Mitterand, is the flagship building of the redeveloped Tolbiac district east of the Gare d'Austerlitz.",Bibliothaque Franaois Mitterand is the new national library.,neutral,neutral
448,366326,50476,50476n,fiction,"( ( ( ( Japp , ) ( who ( was ( ( the ( least surprised ) ) ( of ( any ( of us ) ) ) ) ) ) ) , ) ( ( was ( the ( first ( to speak ) ) ) ) . ) )","( ( ( ( Japp , ) ( with ( no ( apparent surprise ) ) ) ) , ) ( ( spoke ( before ( anyone else ) ) ) . ) )","(ROOT (S (NP (NP (NNP Japp)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD was) (NP (NP (DT the) (ADJP (JJS least) (JJ surprised))) (PP (IN of) (NP (NP (DT any)) (PP (IN of) (NP (PRP us))))))))) (, ,)) (VP (VBD was) (NP (DT the) (JJ first) (S (VP (TO to) (VP (VB speak)))))) (. .)))","(ROOT (S (NP (NP (NNP Japp)) (, ,) (PP (IN with) (NP (DT no) (JJ apparent) (NN surprise))) (, ,)) (VP (VBD spoke) (PP (IN before) (NP (NN anyone) (RB else)))) (. .)))","Japp, who was the least surprised of any of us, was the first to speak. ","Japp, with no apparent surprise, spoke before anyone else.",neutral,neutral
272,44254,19572,19572c,travel,"( ( ( A ( small resort ) ) ( on ( ( ( ( the ( northern coast ) ) , ) Apollon ) , ) ) ) ( ( ( holds ( a ( fascinating artifact ) ) ) ( from ( the past ) ) ) . ) )",( ( The ( Apollon resort ) ) ( ( is ( a ( ( rather small ) resort ) ) ) . ) ),"(ROOT (S (NP (NP (DT A) (JJ small) (NN resort)) (PP (IN on) (NP (NP (DT the) (JJ northern) (NN coast)) (, ,) (NP (NNP Apollon)) (, ,)))) (VP (VBZ holds) (NP (DT a) (JJ fascinating) (NN artifact)) (PP (IN from) (NP (DT the) (NN past)))) (. .)))",(ROOT (S (NP (DT The) (NNP Apollon) (NN resort)) (VP (VBZ is) (NP (DT a) (ADJP (RB rather) (JJ small)) (NN resort))) (. .))),"A small resort on the northern coast, Apollon, holds a fascinating artifact from the past.",The Apollon resort is a rather small resort.,contradiction,contradiction
109,175816,112365,112365e,telephone,( and ( ( uh maybe ) ( even ( ( the company ) ( does ( ( some kind ) ( of ( ( a ( matching program ) ) ( ( for that ) ( that ( 's ( those ( are ( ( good programs ) uh ) ) ) ) ) ) ) ) ) ) ) ) ) ),( ( The company ) ( ( will ( ( ( match ( your ( retirement investment ) ) ) up ) ( to ( a ( certain amount ) ) ) ) ) . ) ),(ROOT (FRAG (CC and) (ADVP (ADVP (RB uh) (RB maybe)) (SBAR (RB even) (S (NP (DT the) (NN company)) (VP (VBZ does) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NP (DT a) (JJ matching) (NN program)) (SBAR (WHPP (IN for) (WHNP (WDT that))) (S (NP (DT that)) (VP (VBZ 's) (NP (NP (DT those)) (SBAR (S (VP (VBP are) (NP (NP (JJ good) (NNS programs)) (FRAG (INTJ (UH uh)))))))))))))))))))),(ROOT (S (NP (DT The) (NN company)) (VP (MD will) (VP (VB match) (NP (PRP$ your) (NN retirement) (NN investment)) (PRT (RP up)) (PP (TO to) (NP (DT a) (JJ certain) (NN amount))))) (. .))),and uh maybe even the company does some kind of a matching program for that that's those are good programs uh,The company will match your retirement investment up to a certain amount.,entailment,entailment
27,156010,116816,116816c,government,"( ( In ( the ( other factor ) ) ) ( , ( ( the ( federal CIO ) ) ( ( tends ( to ( be ( constrained ( by ( ( ( organizational attributes ) typical ) ( of ( the ( federal sector ) ) ) ) ) ) ) ) ) . ) ) ) )",( ( The ( federal CIO ) ) ( tends ( to ( be ( constrained ( by ( organizational attributes ) ) ) ) ) ) ),"(ROOT (S (PP (IN In) (NP (DT the) (JJ other) (NN factor))) (, ,) (NP (DT the) (JJ federal) (NN CIO)) (VP (VBZ tends) (S (VP (TO to) (VP (VB be) (VP (VBN constrained) (PP (IN by) (NP (NP (JJ organizational) (NNS attributes)) (ADJP (JJ typical)) (PP (IN of) (NP (DT the) (JJ federal) (NN sector)))))))))) (. .)))",(ROOT (S (NP (DT The) (JJ federal) (NN CIO)) (VP (VBZ tends) (S (VP (TO to) (VP (VB be) (VP (VBN constrained) (PP (IN by) (NP (JJ organizational) (NNS attributes)))))))))),"In the other factor, the federal CIO tends to be constrained by organizational attributes typical of the federal sector.",The federal CIO tends to be constrained by organizational attributes,contradiction,contradiction
120,152582,84205,84205c,travel,"( ( Despite ( ( the ( strict asceticism ) ) ( preached ( through Buddhism ) ) ) ) ( , ( it ( ( ( 's clear ) ( that ( ( ( the craftsmen ) employed ) ( were ( given ( ( free rein ) ( regarding ( their ( joyous sensuality ) ) ) ) ) ) ) ) ) . ) ) ) )",( ( ( The craftsmen ) employed ) ( ( have ( had ( free rein ) ) ) . ) ),"(ROOT (S (PP (IN Despite) (NP (NP (DT the) (JJ strict) (NN asceticism)) (VP (VBN preached) (PP (IN through) (NP (NNP Buddhism)))))) (, ,) (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ clear)) (SBAR (IN that) (S (NP (NP (DT the) (NNS craftsmen)) (VP (VBN employed))) (VP (VBD were) (VP (VBN given) (NP (NP (JJ free) (NN rein)) (PP (VBG regarding) (NP (PRP$ their) (JJ joyous) (NN sensuality))))))))) (. .)))",(ROOT (S (NP (NP (DT The) (NNS craftsmen)) (VP (VBN employed))) (VP (VBP have) (VP (VBN had) (NP (JJ free) (NN rein)))) (. .))),"Despite the strict asceticism preached through Buddhism, it's clear that the craftsmen employed were given free rein regarding their joyous sensuality.",The craftsmen employed have had free rein.,contradiction,contradiction
392,30813,21693,21693n,slate,"( ( ( Thierry ( Mugler 's ) ) ( black ( satin one-piece ) ) ) ( ( ( ( ( ( ( took ( the ( sado-maso route ) ) ) ( with ( stark ( black bands ) ) ) ) ( clutching ( ( ribcage and ) ( upper thigh ) ) ) ) , ) also ) ( for ( $ 750 ) ) ) . ) )",( ( For ( $ 750 ) ) ( you ( ( can ( have ( ( a ( one piece ) ) ( with ( stark ( black bands ) ) ) ) ) ) . ) ) ),"(ROOT (S (NP (NP (NNP Thierry) (NNP Mugler) (POS 's)) (JJ black) (NN satin) (NN one-piece)) (VP (VBD took) (NP (DT the) (JJ sado-maso) (NN route)) (PP (IN with) (NP (JJ stark) (JJ black) (NNS bands))) (S (VP (VBG clutching) (NP (NP (NN ribcage)) (CC and) (NP (JJ upper) (NN thigh))))) (, ,) (ADVP (RB also)) (PP (IN for) (NP ($ $) (CD 750)))) (. .)))",(ROOT (S (PP (IN For) (NP ($ $) (CD 750))) (NP (PRP you)) (VP (MD can) (VP (VB have) (NP (NP (DT a) (CD one) (NN piece)) (PP (IN with) (NP (JJ stark) (JJ black) (NNS bands)))))) (. .))),"Thierry Mugler's black satin one-piece took the sado-maso route with stark black bands clutching ribcage and upper thigh, also for $750.",For $750 you can have a one piece with stark black bands.,neutral,neutral
358,105621,140072,140072e,slate,"( ( ( None ( for me ) ) ( right ( ( ( the moment ) , ) thanks ) ) ) . )","( I ( ( might ( ( like some ) ( ( ( later , ) but ) ( not now ) ) ) ) . ) )","(ROOT (NP (NP (NP (NN None)) (PP (IN for) (NP (PRP me)))) (ADJP (JJ right) (NP (NP (DT the) (NN moment)) (, ,) (NP (NNS thanks)))) (. .)))","(ROOT (S (NP (PRP I)) (VP (MD might) (VP (VB like) (NP (DT some)) (ADVP (ADVP (RBR later)) (, ,) (CC but) (ADVP (RB not) (RB now))))) (. .)))","None for me right the moment, thanks.","I might like some later, but not now.",entailment,entailment
126,19517,70713,70713c,fiction,"( ( She ( ( remembered ( the proverb ) ) ( about ( ( the good ) ( dying young ) ) ) ) ) ( , ( I ( suppose . ) ) ) )",( There ( ( is ( ( a proverb ) ( about ( ( the good ) ( dying young ) ) ) ) ) . ) ),"(ROOT (S (S (NP (PRP She)) (VP (VBD remembered) (NP (DT the) (NN proverb)) (PP (IN about) (NP (NP (DT the) (NN good)) (VP (VBG dying) (ADJP (JJ young))))))) (, ,) (NP (PRP I)) (VP (VBP suppose)) (. .)))",(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN proverb)) (PP (IN about) (NP (NP (DT the) (NN good)) (VP (VBG dying) (ADJP (JJ young))))))) (. .))),"She remembered the proverb about the good dying young, I suppose.",There is a proverb about the good dying young.,contradiction,contradiction
19,382177,66905,66905e,travel,( ( An elevator ) ( ( ( takes ( sightseers ( to ( ( an ( observation platform ) ) ( in ( the gorge ) ) ) ) ) ) below ) . ) ),( Sightseers ( ( must ( go ( to ( ( the platform ) ( on foot ) ) ) ) ) . ) ),(ROOT (S (NP (DT An) (NN elevator)) (VP (VBZ takes) (ADJP (JJ sightseers) (PP (TO to) (NP (NP (DT an) (NN observation) (NN platform)) (PP (IN in) (NP (DT the) (NN gorge)))))) (ADVP (RB below))) (. .))),(ROOT (S (NP (NNS Sightseers)) (VP (MD must) (VP (VB go) (PP (TO to) (NP (NP (DT the) (NN platform)) (PP (IN on) (NP (NN foot))))))) (. .))),An elevator takes sightseers to an observation platform in the gorge below.,Sightseers must go to the platform on foot.,entailment,entailment
129,119659,101395,101395n,travel,"( ( ( ( ( ( These governments ) ( have ( ( proved ( highly ineffectual ) ) ( in ( running ( the country ) ) ) ) ) ) , ) and ) ( ( by ( the ( late 1990s ) ) ) ( there ( was ( ( growing discontent ) ( with ( the ( entire ( democratic process ) ) ) ) ) ) ) ) ) . )",( ( ( The ( government 's ) ) rule ) ( ( was ( quite effective ) ) . ) ),"(ROOT (S (S (NP (DT These) (NNS governments)) (VP (VBP have) (VP (VBN proved) (ADJP (RB highly) (JJ ineffectual)) (PP (IN in) (S (VP (VBG running) (NP (DT the) (NN country)))))))) (, ,) (CC and) (S (PP (IN by) (NP (DT the) (JJ late) (NNS 1990s))) (NP (EX there)) (VP (VBD was) (VP (VBG growing) (NP (NN discontent)) (PP (IN with) (NP (DT the) (JJ entire) (JJ democratic) (NN process)))))) (. .)))",(ROOT (S (NP (NP (DT The) (NN government) (POS 's)) (NN rule)) (VP (VBD was) (ADJP (RB quite) (JJ effective))) (. .))),"These governments have proved highly ineffectual in running the country, and by the late 1990s there was growing discontent with the entire democratic process.",The government's rule was quite effective.,neutral,neutral
